id	male_parent	female_parent
ID0064	ID0258	ID0275
ID0065	ID0258	ID0275
ID0078	ID0258	ID0275
ID0081	ID0258	ID0275
ID0088	ID0258	ID0275
ID0096	ID0258	ID0275
ID0099	ID0258	ID0275
ID0104	ID0258	ID0275
ID0108	ID0258	ID0275
ID0110	ID0258	ID0275
ID0111	ID0258	ID0275
ID0112	ID0258	ID0275
ID0116	ID0258	ID0275
ID0117	ID0258	ID0275
ID0121	ID0258	ID0275
ID0122	ID0258	ID0275
ID0124	ID0258	ID0275
ID0131	ID0258	ID0275
ID1116	ID0264	ID0271
ID1117	ID0264	ID0271
ID1129	ID0264	ID0271
ID1092	ID0264	ID0271
ID1053	ID0264	ID0271
ID1057	ID0264	ID0271
ID1060	ID0264	ID0271
ID1061	ID0264	ID0271
ID1063	ID0264	ID0271
ID1068	ID0264	ID0271
ID1077	ID0264	ID0271
ID1078	ID0264	ID0271
ID1088	ID0264	ID0271
ID1095	ID0264	ID0271
ID1109	ID0264	ID0271
ID1110	ID0264	ID0271
ID1111	ID0264	ID0271
ID1125	ID0264	ID0271
ID1126	ID0264	ID0271
ID1130	ID0264	ID0271
ID1133	ID0264	ID0271
ID1134	ID0264	ID0271
ID1140	ID0264	ID0271
ID1143	ID0264	ID0271
ID1144	ID0264	ID0271
ID1234	ID0259	ID0270
ID1178	ID0259	ID0270
ID1183	ID0259	ID0270
ID1186	ID0259	ID0270
ID1192	ID0259	ID0270
ID1193	ID0259	ID0270
ID1197	ID0259	ID0270
ID1200	ID0259	ID0270
ID1201	ID0259	ID0270
ID1205	ID0259	ID0270
ID1208	ID0259	ID0270
ID1212	ID0259	ID0270
ID1213	ID0259	ID0270
ID1227	ID0259	ID0270
ID1229	ID0259	ID0270
ID1230	ID0259	ID0270
ID1231	ID0259	ID0270
ID1235	ID0259	ID0270
ID1237	ID0259	ID0270
ID1239	ID0259	ID0270
ID1242	ID0259	ID0270
ID1245	ID0259	ID0270
ID1246	ID0259	ID0270
ID1250	ID0259	ID0270
ID1251	ID0259	ID0270
ID0680	ID0249	ID0268
ID0663	ID0249	ID0268
ID0664	ID0249	ID0268
ID0666	ID0249	ID0268
ID0667	ID0249	ID0268
ID0668	ID0249	ID0268
ID0671	ID0249	ID0268
ID0673	ID0249	ID0268
ID0679	ID0249	ID0268
ID0682	ID0249	ID0268
ID0683	ID0249	ID0268
ID0684	ID0249	ID0268
ID0685	ID0249	ID0268
ID0686	ID0249	ID0268
ID0687	ID0249	ID0268
ID0688	ID0249	ID0268
ID0689	ID0249	ID0268
ID0691	ID0249	ID0268
ID0692	ID0249	ID0268
ID0696	ID0249	ID0268
ID0700	ID0249	ID0268
ID0701	ID0249	ID0268
ID0702	ID0249	ID0268
ID0704	ID0249	ID0268
ID0707	ID0249	ID0268
ID0091	ID0274	ID0265
ID0032	ID0274	ID0265
ID0033	ID0274	ID0265
ID0037	ID0274	ID0265
ID0047	ID0274	ID0265
ID0049	ID0274	ID0265
ID0051	ID0274	ID0265
ID0056	ID0274	ID0265
ID0068	ID0274	ID0265
ID0070	ID0274	ID0265
ID0071	ID0274	ID0265
ID0079	ID0274	ID0265
ID0083	ID0274	ID0265
ID0084	ID0274	ID0265
ID0092	ID0274	ID0265
ID0094	ID0274	ID0265
ID0095	ID0274	ID0265
ID0098	ID0274	ID0265
ID0101	ID0274	ID0265
ID0103	ID0274	ID0265
ID0106	ID0274	ID0265
ID0107	ID0274	ID0265
ID0109	ID0274	ID0265
ID0123	ID0274	ID0265
ID0126	ID0274	ID0265
ID0662	ID0256	ID0263
ID0658	ID0256	ID0263
ID0659	ID0256	ID0263
ID0660	ID0256	ID0263
ID0661	ID0256	ID0263
ID0665	ID0256	ID0263
ID0669	ID0256	ID0263
ID0670	ID0256	ID0263
ID0672	ID0256	ID0263
ID0674	ID0256	ID0263
ID0675	ID0256	ID0263
ID0676	ID0256	ID0263
ID0677	ID0256	ID0263
ID0678	ID0256	ID0263
ID0681	ID0256	ID0263
ID0690	ID0256	ID0263
ID0693	ID0256	ID0263
ID0694	ID0256	ID0263
ID0695	ID0256	ID0263
ID0697	ID0256	ID0263
ID0698	ID0256	ID0263
ID0699	ID0256	ID0263
ID0703	ID0256	ID0263
ID0705	ID0256	ID0263
ID0706	ID0256	ID0263
ID0386	ID0272	ID0262
ID0387	ID0272	ID0262
ID0388	ID0272	ID0262
ID0389	ID0272	ID0262
ID0518	ID0272	ID0262
ID0519	ID0272	ID0262
ID0520	ID0272	ID0262
ID0521	ID0272	ID0262
ID0522	ID0272	ID0262
ID0708	ID0272	ID0262
ID0709	ID0272	ID0262
ID0710	ID0272	ID0262
ID0711	ID0272	ID0262
ID0712	ID0272	ID0262
ID1006	ID0272	ID0262
ID1007	ID0272	ID0262
ID1009	ID0272	ID0262
ID1011	ID0272	ID0262
ID1018	ID0272	ID0262
ID1019	ID0272	ID0262
ID1024	ID0272	ID0262
ID1148	ID0272	ID0262
ID1149	ID0272	ID0262
ID1150	ID0272	ID0262
ID1156	ID0272	ID0262
ID1054	ID0267	ID0261
ID1066	ID0267	ID0261
ID1069	ID0267	ID0261
ID1073	ID0267	ID0261
ID1074	ID0267	ID0261
ID1076	ID0267	ID0261
ID1082	ID0267	ID0261
ID1084	ID0267	ID0261
ID1087	ID0267	ID0261
ID1094	ID0267	ID0261
ID1098	ID0267	ID0261
ID1099	ID0267	ID0261
ID1100	ID0267	ID0261
ID1101	ID0267	ID0261
ID1103	ID0267	ID0261
ID1104	ID0267	ID0261
ID1113	ID0267	ID0261
ID1119	ID0267	ID0261
ID1123	ID0267	ID0261
ID1128	ID0267	ID0261
ID1132	ID0267	ID0261
ID1136	ID0267	ID0261
ID1137	ID0267	ID0261
ID1141	ID0267	ID0261
ID1146	ID0267	ID0261
ID1025	ID0277	ID0260
ID1026	ID0277	ID0260
ID1027	ID0277	ID0260
ID1028	ID0277	ID0260
ID1029	ID0277	ID0260
ID1030	ID0277	ID0260
ID1031	ID0277	ID0260
ID1032	ID0277	ID0260
ID1033	ID0277	ID0260
ID1034	ID0277	ID0260
ID1035	ID0277	ID0260
ID1036	ID0277	ID0260
ID1037	ID0277	ID0260
ID1038	ID0277	ID0260
ID1039	ID0277	ID0260
ID1040	ID0277	ID0260
ID1041	ID0277	ID0260
ID1042	ID0277	ID0260
ID1043	ID0277	ID0260
ID1044	ID0277	ID0260
ID1045	ID0277	ID0260
ID1046	ID0277	ID0260
ID1047	ID0277	ID0260
ID1048	ID0277	ID0260
ID1049	ID0277	ID0260
ID0640	ID0266	ID0257
ID0641	ID0266	ID0257
ID0642	ID0266	ID0257
ID0643	ID0266	ID0257
ID0644	ID0266	ID0257
ID0645	ID0266	ID0257
ID0646	ID0266	ID0257
ID0647	ID0266	ID0257
ID0648	ID0266	ID0257
ID0649	ID0266	ID0257
ID0650	ID0266	ID0257
ID0651	ID0266	ID0257
ID0652	ID0266	ID0257
ID0653	ID0266	ID0257
ID0654	ID0266	ID0257
ID0655	ID0266	ID0257
ID0656	ID0266	ID0257
ID0657	ID0266	ID0257
ID1008	ID0266	ID0257
ID1010	ID0266	ID0257
ID1012	ID0266	ID0257
ID1013	ID0266	ID0257
ID1014	ID0266	ID0257
ID1015	ID0266	ID0257
ID1016	ID0266	ID0257
ID1017	ID0266	ID0257
ID1020	ID0266	ID0257
ID1021	ID0266	ID0257
ID1022	ID0266	ID0257
ID1023	ID0266	ID0257
ID1190	ID0273	ID0254
ID1222	ID0273	ID0254
ID1179	ID0273	ID0254
ID1180	ID0273	ID0254
ID1181	ID0273	ID0254
ID1185	ID0273	ID0254
ID1188	ID0273	ID0254
ID1194	ID0273	ID0254
ID1196	ID0273	ID0254
ID1198	ID0273	ID0254
ID1199	ID0273	ID0254
ID1203	ID0273	ID0254
ID1207	ID0273	ID0254
ID1209	ID0273	ID0254
ID1210	ID0273	ID0254
ID1211	ID0273	ID0254
ID1218	ID0273	ID0254
ID1221	ID0273	ID0254
ID1225	ID0273	ID0254
ID1226	ID0273	ID0254
ID1238	ID0273	ID0254
ID1241	ID0273	ID0254
ID1244	ID0273	ID0254
ID1247	ID0273	ID0254
ID1249	ID0273	ID0254
ID1080	ID0251	ID0252
ID1055	ID0251	ID0252
ID1056	ID0251	ID0252
ID1058	ID0251	ID0252
ID1065	ID0251	ID0252
ID1071	ID0251	ID0252
ID1072	ID0251	ID0252
ID1079	ID0251	ID0252
ID1086	ID0251	ID0252
ID1090	ID0251	ID0252
ID1096	ID0251	ID0252
ID1097	ID0251	ID0252
ID1108	ID0251	ID0252
ID1112	ID0251	ID0252
ID1118	ID0251	ID0252
ID1122	ID0251	ID0252
ID1124	ID0251	ID0252
ID1127	ID0251	ID0252
ID1135	ID0251	ID0252
ID1138	ID0251	ID0252
ID1142	ID0251	ID0252
ID1145	ID0251	ID0252
ID1206	ID0251	ID0252
ID1228	ID0251	ID0252
ID1243	ID0251	ID0252
ID0080	ID0253	ID0250
ID0031	ID0253	ID0250
ID0034	ID0253	ID0250
ID0038	ID0253	ID0250
ID0039	ID0253	ID0250
ID0044	ID0253	ID0250
ID0045	ID0253	ID0250
ID0050	ID0253	ID0250
ID0058	ID0253	ID0250
ID0060	ID0253	ID0250
ID0061	ID0253	ID0250
ID0062	ID0253	ID0250
ID0063	ID0253	ID0250
ID0066	ID0253	ID0250
ID0067	ID0253	ID0250
ID0069	ID0253	ID0250
ID0075	ID0253	ID0250
ID0077	ID0253	ID0250
ID0082	ID0253	ID0250
ID0093	ID0253	ID0250
ID0100	ID0253	ID0250
ID0113	ID0253	ID0250
ID0119	ID0253	ID0250
ID0129	ID0253	ID0250
ID0130	ID0253	ID0250
ID1169	ID0269	ID0210
ID1147	ID0269	ID0210
ID1151	ID0269	ID0210
ID1152	ID0269	ID0210
ID1153	ID0269	ID0210
ID1154	ID0269	ID0210
ID1155	ID0269	ID0210
ID1157	ID0269	ID0210
ID1158	ID0269	ID0210
ID1159	ID0269	ID0210
ID1160	ID0269	ID0210
ID1161	ID0269	ID0210
ID1162	ID0269	ID0210
ID1163	ID0269	ID0210
ID1164	ID0269	ID0210
ID1165	ID0269	ID0210
ID1166	ID0269	ID0210
ID1167	ID0269	ID0210
ID1168	ID0269	ID0210
ID1170	ID0269	ID0210
ID1171	ID0269	ID0210
ID1172	ID0269	ID0210
ID1173	ID0269	ID0210
ID1174	ID0269	ID0210
ID1175	ID0248	ID0209
ID1176	ID0248	ID0209
ID1177	ID0248	ID0209
ID1182	ID0248	ID0209
ID1184	ID0248	ID0209
ID1187	ID0248	ID0209
ID1189	ID0248	ID0209
ID1191	ID0248	ID0209
ID1195	ID0248	ID0209
ID1202	ID0248	ID0209
ID1204	ID0248	ID0209
ID1214	ID0248	ID0209
ID1215	ID0248	ID0209
ID1216	ID0248	ID0209
ID1217	ID0248	ID0209
ID1219	ID0248	ID0209
ID1220	ID0248	ID0209
ID1223	ID0248	ID0209
ID1224	ID0248	ID0209
ID1232	ID0248	ID0209
ID1233	ID0248	ID0209
ID1236	ID0248	ID0209
ID1240	ID0248	ID0209
ID1248	ID0248	ID0209
ID1252	ID0248	ID0209
ID1050	ID0276	ID0198
ID1051	ID0276	ID0198
ID1052	ID0276	ID0198
ID1059	ID0276	ID0198
ID1062	ID0276	ID0198
ID1064	ID0276	ID0198
ID1067	ID0276	ID0198
ID1070	ID0276	ID0198
ID1075	ID0276	ID0198
ID1081	ID0276	ID0198
ID1083	ID0276	ID0198
ID1085	ID0276	ID0198
ID1089	ID0276	ID0198
ID1091	ID0276	ID0198
ID1093	ID0276	ID0198
ID1102	ID0276	ID0198
ID1105	ID0276	ID0198
ID1106	ID0276	ID0198
ID1107	ID0276	ID0198
ID1114	ID0276	ID0198
ID1115	ID0276	ID0198
ID1120	ID0276	ID0198
ID1121	ID0276	ID0198
ID1131	ID0276	ID0198
ID1139	ID0276	ID0198
ID0114	ID0255	ID0197
ID0036	ID0255	ID0197
ID0040	ID0255	ID0197
ID0043	ID0255	ID0197
ID0046	ID0255	ID0197
ID0052	ID0255	ID0197
ID0053	ID0255	ID0197
ID0054	ID0255	ID0197
ID0072	ID0255	ID0197
ID0073	ID0255	ID0197
ID0074	ID0255	ID0197
ID0076	ID0255	ID0197
ID0085	ID0255	ID0197
ID0086	ID0255	ID0197
ID0087	ID0255	ID0197
ID0090	ID0255	ID0197
ID0097	ID0255	ID0197
ID0102	ID0255	ID0197
ID0105	ID0255	ID0197
ID0115	ID0255	ID0197
ID0118	ID0255	ID0197
ID0120	ID0255	ID0197
ID0125	ID0255	ID0197
ID0127	ID0255	ID0197
ID0128	ID0255	ID0197
ID0293	ID0221	ID0247
ID0348	ID0221	ID0247
ID0280	ID0221	ID0247
ID0281	ID0221	ID0247
ID0282	ID0221	ID0247
ID0283	ID0221	ID0247
ID0284	ID0221	ID0247
ID0285	ID0221	ID0247
ID0286	ID0221	ID0247
ID0287	ID0221	ID0247
ID0288	ID0221	ID0247
ID0289	ID0221	ID0247
ID0290	ID0221	ID0247
ID0291	ID0221	ID0247
ID0292	ID0221	ID0247
ID0294	ID0221	ID0247
ID0295	ID0221	ID0247
ID0296	ID0221	ID0247
ID0297	ID0221	ID0247
ID0298	ID0221	ID0247
ID0299	ID0221	ID0247
ID0300	ID0221	ID0247
ID0301	ID0221	ID0247
ID0327	ID0221	ID0247
ID0340	ID0221	ID0247
ID0353	ID0211	ID0244
ID0354	ID0211	ID0244
ID0355	ID0211	ID0244
ID0356	ID0211	ID0244
ID0357	ID0211	ID0244
ID0358	ID0211	ID0244
ID0359	ID0211	ID0244
ID0360	ID0211	ID0244
ID0574	ID0211	ID0244
ID0578	ID0211	ID0244
ID0579	ID0211	ID0244
ID0586	ID0211	ID0244
ID0587	ID0211	ID0244
ID0590	ID0211	ID0244
ID0591	ID0211	ID0244
ID0593	ID0211	ID0244
ID0606	ID0211	ID0244
ID0613	ID0211	ID0244
ID0619	ID0211	ID0244
ID0625	ID0211	ID0244
ID0629	ID0211	ID0244
ID0631	ID0211	ID0244
ID0636	ID0211	ID0244
ID0638	ID0211	ID0244
ID0316	ID0236	ID0243
ID0304	ID0236	ID0243
ID0306	ID0236	ID0243
ID0307	ID0236	ID0243
ID0309	ID0236	ID0243
ID0310	ID0236	ID0243
ID0311	ID0236	ID0243
ID0312	ID0236	ID0243
ID0313	ID0236	ID0243
ID0314	ID0236	ID0243
ID0315	ID0236	ID0243
ID0320	ID0236	ID0243
ID0321	ID0236	ID0243
ID0323	ID0236	ID0243
ID0324	ID0236	ID0243
ID0328	ID0236	ID0243
ID0331	ID0236	ID0243
ID0335	ID0236	ID0243
ID0339	ID0236	ID0243
ID0341	ID0236	ID0243
ID0343	ID0236	ID0243
ID0344	ID0236	ID0243
ID0346	ID0236	ID0243
ID0347	ID0236	ID0243
ID0351	ID0236	ID0243
ID0525	ID0207	ID0242
ID0527	ID0207	ID0242
ID0528	ID0207	ID0242
ID0531	ID0207	ID0242
ID0538	ID0207	ID0242
ID0540	ID0207	ID0242
ID0542	ID0207	ID0242
ID0543	ID0207	ID0242
ID0544	ID0207	ID0242
ID0546	ID0207	ID0242
ID0547	ID0207	ID0242
ID0549	ID0207	ID0242
ID0550	ID0207	ID0242
ID0551	ID0207	ID0242
ID0552	ID0207	ID0242
ID0555	ID0207	ID0242
ID0557	ID0207	ID0242
ID0558	ID0207	ID0242
ID0560	ID0207	ID0242
ID0561	ID0207	ID0242
ID0563	ID0207	ID0242
ID0565	ID0207	ID0242
ID0566	ID0207	ID0242
ID0567	ID0207	ID0242
ID0568	ID0207	ID0242
ID0572	ID0207	ID0242
ID0969	ID0246	ID0241
ID0922	ID0246	ID0241
ID0929	ID0246	ID0241
ID0930	ID0246	ID0241
ID0931	ID0246	ID0241
ID0932	ID0246	ID0241
ID0935	ID0246	ID0241
ID0950	ID0246	ID0241
ID0953	ID0246	ID0241
ID0954	ID0246	ID0241
ID0959	ID0246	ID0241
ID0961	ID0246	ID0241
ID0964	ID0246	ID0241
ID0965	ID0246	ID0241
ID0975	ID0246	ID0241
ID0977	ID0246	ID0241
ID0980	ID0246	ID0241
ID0982	ID0246	ID0241
ID0986	ID0246	ID0241
ID0988	ID0246	ID0241
ID0989	ID0246	ID0241
ID0993	ID0246	ID0241
ID0995	ID0246	ID0241
ID1002	ID0246	ID0241
ID1003	ID0246	ID0241
ID0919	ID0212	ID0240
ID0846	ID0212	ID0240
ID0859	ID0212	ID0240
ID0866	ID0212	ID0240
ID0876	ID0212	ID0240
ID0880	ID0212	ID0240
ID0885	ID0212	ID0240
ID0886	ID0212	ID0240
ID0890	ID0212	ID0240
ID0892	ID0212	ID0240
ID0896	ID0212	ID0240
ID0897	ID0212	ID0240
ID0901	ID0212	ID0240
ID0902	ID0212	ID0240
ID0907	ID0212	ID0240
ID0909	ID0212	ID0240
ID0912	ID0212	ID0240
ID0923	ID0212	ID0240
ID0924	ID0212	ID0240
ID0936	ID0212	ID0240
ID0937	ID0212	ID0240
ID0942	ID0212	ID0240
ID0955	ID0212	ID0240
ID0956	ID0212	ID0240
ID0958	ID0212	ID0240
ID0976	ID0212	ID0240
ID0581	ID0230	ID0235
ID0584	ID0230	ID0235
ID0592	ID0230	ID0235
ID0596	ID0230	ID0235
ID0597	ID0230	ID0235
ID0599	ID0230	ID0235
ID0602	ID0230	ID0235
ID0603	ID0230	ID0235
ID0604	ID0230	ID0235
ID0608	ID0230	ID0235
ID0609	ID0230	ID0235
ID0612	ID0230	ID0235
ID0615	ID0230	ID0235
ID0617	ID0230	ID0235
ID0618	ID0230	ID0235
ID0620	ID0230	ID0235
ID0622	ID0230	ID0235
ID0623	ID0230	ID0235
ID0624	ID0230	ID0235
ID0626	ID0230	ID0235
ID0628	ID0230	ID0235
ID0630	ID0230	ID0235
ID0632	ID0230	ID0235
ID0633	ID0230	ID0235
ID0637	ID0230	ID0235
ID0987	ID0215	ID0228
ID0926	ID0215	ID0228
ID0928	ID0215	ID0228
ID0933	ID0215	ID0228
ID0934	ID0215	ID0228
ID0938	ID0215	ID0228
ID0939	ID0215	ID0228
ID0940	ID0215	ID0228
ID0945	ID0215	ID0228
ID0946	ID0215	ID0228
ID0948	ID0215	ID0228
ID0951	ID0215	ID0228
ID0952	ID0215	ID0228
ID0960	ID0215	ID0228
ID0963	ID0215	ID0228
ID0967	ID0215	ID0228
ID0968	ID0215	ID0228
ID0970	ID0215	ID0228
ID0971	ID0215	ID0228
ID0979	ID0215	ID0228
ID0981	ID0215	ID0228
ID0985	ID0215	ID0228
ID0990	ID0215	ID0228
ID1001	ID0215	ID0228
ID1005	ID0215	ID0228
ID0439	ID0232	ID0227
ID0391	ID0232	ID0227
ID0394	ID0232	ID0227
ID0396	ID0232	ID0227
ID0408	ID0232	ID0227
ID0417	ID0232	ID0227
ID0426	ID0232	ID0227
ID0427	ID0232	ID0227
ID0431	ID0232	ID0227
ID0433	ID0232	ID0227
ID0443	ID0232	ID0227
ID0445	ID0232	ID0227
ID0447	ID0232	ID0227
ID0448	ID0232	ID0227
ID0449	ID0232	ID0227
ID0452	ID0232	ID0227
ID0453	ID0232	ID0227
ID0454	ID0232	ID0227
ID0455	ID0232	ID0227
ID0456	ID0232	ID0227
ID0457	ID0232	ID0227
ID0460	ID0232	ID0227
ID0462	ID0232	ID0227
ID0463	ID0232	ID0227
ID0464	ID0232	ID0227
ID0569	ID0239	ID0222
ID0742	ID0239	ID0222
ID0529	ID0239	ID0222
ID0541	ID0239	ID0222
ID0545	ID0239	ID0222
ID0548	ID0239	ID0222
ID0562	ID0239	ID0222
ID0573	ID0239	ID0222
ID0725	ID0239	ID0222
ID0726	ID0239	ID0222
ID0727	ID0239	ID0222
ID0728	ID0239	ID0222
ID0732	ID0239	ID0222
ID0736	ID0239	ID0222
ID0737	ID0239	ID0222
ID0738	ID0239	ID0222
ID0739	ID0239	ID0222
ID0747	ID0239	ID0222
ID0748	ID0239	ID0222
ID0749	ID0239	ID0222
ID0750	ID0239	ID0222
ID0751	ID0239	ID0222
ID0752	ID0239	ID0222
ID0753	ID0239	ID0222
ID0755	ID0239	ID0222
ID0905	ID0226	ID0220
ID0830	ID0226	ID0220
ID0834	ID0226	ID0220
ID0837	ID0226	ID0220
ID0844	ID0226	ID0220
ID0852	ID0226	ID0220
ID0853	ID0226	ID0220
ID0856	ID0226	ID0220
ID0857	ID0226	ID0220
ID0860	ID0226	ID0220
ID0864	ID0226	ID0220
ID0869	ID0226	ID0220
ID0877	ID0226	ID0220
ID0878	ID0226	ID0220
ID0879	ID0226	ID0220
ID0884	ID0226	ID0220
ID0899	ID0226	ID0220
ID0908	ID0226	ID0220
ID0910	ID0226	ID0220
ID0911	ID0226	ID0220
ID0913	ID0226	ID0220
ID0914	ID0226	ID0220
ID0916	ID0226	ID0220
ID0918	ID0226	ID0220
ID0921	ID0226	ID0220
ID0850	ID0237	ID0218
ID0851	ID0237	ID0218
ID0832	ID0237	ID0218
ID0840	ID0237	ID0218
ID0843	ID0237	ID0218
ID0847	ID0237	ID0218
ID0848	ID0237	ID0218
ID0849	ID0237	ID0218
ID0855	ID0237	ID0218
ID0861	ID0237	ID0218
ID0863	ID0237	ID0218
ID0867	ID0237	ID0218
ID0870	ID0237	ID0218
ID0874	ID0237	ID0218
ID0881	ID0237	ID0218
ID0882	ID0237	ID0218
ID0888	ID0237	ID0218
ID0891	ID0237	ID0218
ID0893	ID0237	ID0218
ID0894	ID0237	ID0218
ID0900	ID0237	ID0218
ID0906	ID0237	ID0218
ID0915	ID0237	ID0218
ID0917	ID0237	ID0218
ID0920	ID0237	ID0218
ID0889	ID0004	ID0217
ID0831	ID0004	ID0217
ID0833	ID0004	ID0217
ID0835	ID0004	ID0217
ID0836	ID0004	ID0217
ID0838	ID0004	ID0217
ID0839	ID0004	ID0217
ID0841	ID0004	ID0217
ID0842	ID0004	ID0217
ID0845	ID0004	ID0217
ID0854	ID0004	ID0217
ID0858	ID0004	ID0217
ID0862	ID0004	ID0217
ID0865	ID0004	ID0217
ID0868	ID0004	ID0217
ID0871	ID0004	ID0217
ID0872	ID0004	ID0217
ID0873	ID0004	ID0217
ID0875	ID0004	ID0217
ID0883	ID0004	ID0217
ID0887	ID0004	ID0217
ID0895	ID0004	ID0217
ID0898	ID0004	ID0217
ID0903	ID0004	ID0217
ID0904	ID0004	ID0217
ID0523	ID0203	ID0216
ID0524	ID0203	ID0216
ID0526	ID0203	ID0216
ID0530	ID0203	ID0216
ID0532	ID0203	ID0216
ID0533	ID0203	ID0216
ID0534	ID0203	ID0216
ID0535	ID0203	ID0216
ID0536	ID0203	ID0216
ID0537	ID0203	ID0216
ID0539	ID0203	ID0216
ID0553	ID0203	ID0216
ID0554	ID0203	ID0216
ID0556	ID0203	ID0216
ID0559	ID0203	ID0216
ID0564	ID0203	ID0216
ID0570	ID0203	ID0216
ID0571	ID0203	ID0216
ID0925	ID0245	ID0213
ID0927	ID0245	ID0213
ID0941	ID0245	ID0213
ID0943	ID0245	ID0213
ID0944	ID0245	ID0213
ID0947	ID0245	ID0213
ID0949	ID0245	ID0213
ID0957	ID0245	ID0213
ID0962	ID0245	ID0213
ID0966	ID0245	ID0213
ID0972	ID0245	ID0213
ID0973	ID0245	ID0213
ID0974	ID0245	ID0213
ID0978	ID0245	ID0213
ID0983	ID0245	ID0213
ID0984	ID0245	ID0213
ID0991	ID0245	ID0213
ID0992	ID0245	ID0213
ID0994	ID0245	ID0213
ID0996	ID0245	ID0213
ID0997	ID0245	ID0213
ID0998	ID0245	ID0213
ID0999	ID0245	ID0213
ID1000	ID0245	ID0213
ID1004	ID0245	ID0213
ID0627	ID0225	ID0208
ID0575	ID0225	ID0208
ID0576	ID0225	ID0208
ID0577	ID0225	ID0208
ID0580	ID0225	ID0208
ID0582	ID0225	ID0208
ID0583	ID0225	ID0208
ID0585	ID0225	ID0208
ID0588	ID0225	ID0208
ID0589	ID0225	ID0208
ID0594	ID0225	ID0208
ID0595	ID0225	ID0208
ID0598	ID0225	ID0208
ID0600	ID0225	ID0208
ID0601	ID0225	ID0208
ID0605	ID0225	ID0208
ID0607	ID0225	ID0208
ID0610	ID0225	ID0208
ID0611	ID0225	ID0208
ID0614	ID0225	ID0208
ID0616	ID0225	ID0208
ID0621	ID0225	ID0208
ID0634	ID0225	ID0208
ID0635	ID0225	ID0208
ID0639	ID0225	ID0208
ID0713	ID0238	ID0206
ID0714	ID0238	ID0206
ID0715	ID0238	ID0206
ID0716	ID0238	ID0206
ID0717	ID0238	ID0206
ID0718	ID0238	ID0206
ID0719	ID0238	ID0206
ID0720	ID0238	ID0206
ID0721	ID0238	ID0206
ID0722	ID0238	ID0206
ID0723	ID0238	ID0206
ID0724	ID0238	ID0206
ID0729	ID0238	ID0206
ID0730	ID0238	ID0206
ID0731	ID0238	ID0206
ID0733	ID0238	ID0206
ID0734	ID0238	ID0206
ID0735	ID0238	ID0206
ID0740	ID0238	ID0206
ID0741	ID0238	ID0206
ID0743	ID0238	ID0206
ID0744	ID0238	ID0206
ID0745	ID0238	ID0206
ID0746	ID0238	ID0206
ID0754	ID0238	ID0206
ID0493	ID0214	ID0206
ID0494	ID0214	ID0206
ID0495	ID0214	ID0206
ID0496	ID0214	ID0206
ID0497	ID0214	ID0206
ID0498	ID0214	ID0206
ID0499	ID0214	ID0206
ID0500	ID0214	ID0206
ID0501	ID0214	ID0206
ID0502	ID0214	ID0206
ID0503	ID0214	ID0206
ID0504	ID0214	ID0206
ID0505	ID0214	ID0206
ID0506	ID0214	ID0206
ID0507	ID0214	ID0206
ID0508	ID0214	ID0206
ID0509	ID0214	ID0206
ID0510	ID0214	ID0206
ID0511	ID0214	ID0206
ID0512	ID0214	ID0206
ID0513	ID0214	ID0206
ID0514	ID0214	ID0206
ID0515	ID0214	ID0206
ID0516	ID0214	ID0206
ID0517	ID0214	ID0206
ID0776	ID0224	ID0205
ID0756	ID0224	ID0205
ID0757	ID0224	ID0205
ID0758	ID0224	ID0205
ID0759	ID0224	ID0205
ID0760	ID0224	ID0205
ID0761	ID0224	ID0205
ID0762	ID0224	ID0205
ID0763	ID0224	ID0205
ID0764	ID0224	ID0205
ID0765	ID0224	ID0205
ID0766	ID0224	ID0205
ID0767	ID0224	ID0205
ID0768	ID0224	ID0205
ID0769	ID0224	ID0205
ID0770	ID0224	ID0205
ID0771	ID0224	ID0205
ID0772	ID0224	ID0205
ID0773	ID0224	ID0205
ID0774	ID0224	ID0205
ID0775	ID0224	ID0205
ID0777	ID0224	ID0205
ID0778	ID0224	ID0205
ID0779	ID0224	ID0205
ID0797	ID0233	ID0204
ID0780	ID0233	ID0204
ID0781	ID0233	ID0204
ID0787	ID0233	ID0204
ID0788	ID0233	ID0204
ID0789	ID0233	ID0204
ID0790	ID0233	ID0204
ID0791	ID0233	ID0204
ID0796	ID0233	ID0204
ID0799	ID0233	ID0204
ID0800	ID0233	ID0204
ID0801	ID0233	ID0204
ID0807	ID0233	ID0204
ID0808	ID0233	ID0204
ID0810	ID0233	ID0204
ID0812	ID0233	ID0204
ID0813	ID0233	ID0204
ID0816	ID0233	ID0204
ID0818	ID0233	ID0204
ID0819	ID0233	ID0204
ID0820	ID0233	ID0204
ID0822	ID0233	ID0204
ID0824	ID0233	ID0204
ID0825	ID0233	ID0204
ID0828	ID0233	ID0204
ID0465	ID0234	ID0202
ID0466	ID0234	ID0202
ID0467	ID0234	ID0202
ID0468	ID0234	ID0202
ID0471	ID0234	ID0202
ID0472	ID0234	ID0202
ID0473	ID0234	ID0202
ID0474	ID0234	ID0202
ID0475	ID0234	ID0202
ID0476	ID0234	ID0202
ID0477	ID0234	ID0202
ID0478	ID0234	ID0202
ID0479	ID0234	ID0202
ID0481	ID0234	ID0202
ID0482	ID0234	ID0202
ID0483	ID0234	ID0202
ID0484	ID0234	ID0202
